STATE,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,SEASON,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
North Carolina,2018,11,419,20,24,10.5,4.77,5.73,Level 4,Low,Mar-17-2018,2017-18,2.50577,369,48,14726
North Dakota,2018,11,195,23,19,21.54,11.79,9.74,Level 1,Minimal,Mar-17-2018,2017-18,0.8,10,5,1250
Ohio,2018,11,2859,298,340,22.32,10.42,11.89,Level 1,Minimal,Mar-17-2018,2017-18,1.69568,301,63,17751
Oklahoma,2018,11,312,4,27,9.94,1.28,8.65,Level 2,Minimal,Mar-17-2018,2017-18,2.37829,170,21,7148
Oregon,2018,11,791,41,90,16.56,5.18,11.38,Level 5,Low,Mar-17-2018,2017-18,2.44963,946,79,38618
Pennsylvania,2018,11,822,51,79,15.82,6.2,9.61,Level 6,Moderate,Mar-17-2018,2017-18,2.47876,1319,140,53212
Rhode Island,2018,11,0,0,0,0,0,0,Level 7,Moderate,Mar-17-2018,2017-18,2.8035,109,23,3888
South Carolina,2018,11,424,12,18,7.08,2.83,4.25,Level 9,High,Mar-17-2018,2017-18,3.74633,166,14,4431
South Dakota,2018,11,50,4,3,14,8,6,Level 7,Moderate,Mar-17-2018,2017-18,3.33457,360,32,10796
Tennessee,2018,11,179,5,18,12.85,2.79,10.06,Level 1,Minimal,Mar-17-2018,2017-18,0.909673,71,51,7805
Texas,2018,11,2077,43,114,7.56,2.07,5.49,Level 2,Minimal,Mar-17-2018,2017-18,3.72125,817,102,21955
Utah,2018,11,1156,61,127,16.26,5.28,10.99,Level 3,Minimal,Mar-17-2018,2017-18,1.2915,445,45,34456
Vermont,2018,11,255,37,16,20.78,14.51,6.27,Level 2,Minimal,Mar-17-2018,2017-18,2.28252,53,9,2322
Virginia,2018,11,649,50,58,16.64,7.7,8.94,Level 9,High,Mar-17-2018,2017-18,3.89013,3419,128,87889
Washington,2018,11,1639,122,225,21.17,7.44,13.73,Level 3,Minimal,Mar-17-2018,2017-18,2.41321,114,44,4724
West Virginia,2018,11,691,14,25,5.64,2.03,3.62,Level 2,Minimal,Mar-17-2018,2017-18,1.46249,146,34,9983
Wisconsin,2018,11,2264,206,312,22.88,9.1,13.78,Level 3,Minimal,Mar-17-2018,2017-18,2.4538,158,23,6439
Wyoming,2018,11,0,0,0,0,0,0,Level 10,High,Mar-17-2018,2017-18,4.34989,183,18,4207
Puerto Rico,2018,11,0,0,0,0,0,0,Level 4,Low,Mar-17-2018,2017-18,7.80466,171,4,2191
Virgin Islands,2018,11,0,0,0,0,0,0,Level 1,Minimal,Mar-17-2018,2017-18,0.960384,8,3,833
New York City,2018,11,0,0,0,0,0,0,Level 4,Low,Mar-17-2018,2017-18,2.39802,2398,75,99999
Alabama,2018,12,515,10,26,6.99,1.94,5.05,Level 4,Low,Mar-24-2018,2017-18,2.36956,837,85,35323
Alaska,2018,12,0,0,0,0,0,0,Level 10,High,Mar-24-2018,2017-18,6.23519,342,17,5485
Arizona,2018,12,327,2,21,7.03,0.61,6.42,Level 7,Moderate,Mar-24-2018,2017-18,3.72721,640,45,17171
Arkansas,2018,12,184,5,10,8.15,2.72,5.43,Level 1,Minimal,Mar-24-2018,2017-18,1.66194,41,10,2467
California,2018,12,1632,45,122,10.23,2.76,7.48,Level 5,Low,Mar-24-2018,2017-18,2.9579,1457,107,49258
Colorado,2018,12,945,52,71,13.02,5.5,7.51,Level 3,Minimal,Mar-24-2018,2017-18,1.29163,313,41,24233
Connecticut,2018,12,744,33,50,11.16,4.44,6.72,Level 5,Low,Mar-24-2018,2017-18,3.55739,172,21,4835
Delaware,2018,12,185,5,26,16.76,2.7,14.05,Level 2,Minimal,Mar-24-2018,2017-18,1.33038,30,11,2255
District of Columbia,2018,12,0,0,0,0,0,0,Level 4,Low,Mar-24-2018,2017-18,2.73201,330,5,12079
Florida,2018,12,0,0,0,0,0,0,Level 1,Minimal,Mar-24-2018,2017-18,X,X,X,X
Georgia,2018,12,884,43,34,8.71,4.86,3.85,Level 5,Low,Mar-24-2018,2017-18,2.89281,1381,52,47739
Hawaii,2018,12,224,2,5,3.13,0.89,2.23,Level 3,Minimal,Mar-24-2018,2017-18,3.47395,42,14,1209
Idaho,2018,12,91,6,13,20.88,6.59,14.29,Level 2,Minimal,Mar-24-2018,2017-18,1.32589,19,7,1433
Illinois,2018,12,512,20,78,19.14,3.91,15.23,Level 4,Low,Mar-24-2018,2017-18,2.21298,958,75,43290
Indiana,2018,12,342,21,42,18.42,6.14,12.28,Level 7,Moderate,Mar-24-2018,2017-18,3.26825,154,23,4712
Iowa,2018,12,369,14,62,20.6,3.79,16.8,Level 1,Minimal,Mar-24-2018,2017-18,1.11842,34,13,3040
Kansas,2018,12,103,0,12,11.65,0,11.65,Level 5,Low,Mar-24-2018,2017-18,3.40474,178,25,5228
Kentucky,2018,12,484,11,26,7.64,2.27,5.37,Level 7,Moderate,Mar-24-2018,2017-18,3.05451,260,29,8512
Louisiana,2018,12,460,4,23,5.87,0.87,5,Level 3,Minimal,Mar-24-2018,2017-18,2.42738,1312,93,54050
Maine,2018,12,152,20,8,18.42,13.16,5.26,Level 1,Minimal,Mar-24-2018,2017-18,0.709372,33,22,4652
Maryland,2018,12,277,23,34,20.58,8.3,12.27,Level 1,Minimal,Mar-24-2018,2017-18,1.84924,131,27,7084
Massachusetts,2018,12,1088,85,77,14.89,7.81,7.08,Level 4,Low,Mar-24-2018,2017-18,1.75298,589,43,33600
Michigan,2018,12,2045,249,269,25.33,12.18,13.15,Level 3,Minimal,Mar-24-2018,2017-18,2.1294,547,87,25688
Minnesota,2018,12,590,34,65,16.78,5.76,11.02,Level 4,Low,Mar-24-2018,2017-18,2.84749,177,22,6216
Mississippi,2018,12,29,1,0,3.45,3.45,0,Level 3,Minimal,Mar-24-2018,2017-18,2.67102,442,44,16548
Missouri,2018,12,806,20,37,7.07,2.48,4.59,Level 6,Moderate,Mar-24-2018,2017-18,2.99841,94,14,3135
Montana,2018,12,224,23,31,24.11,10.27,13.84,Level 1,Minimal,Mar-24-2018,2017-18,0.376648,14,7,3717
Nebraska,2018,12,231,18,32,21.65,7.79,13.85,Level 6,Moderate,Mar-24-2018,2017-18,3.52334,314,47,8912
Nevada,2018,12,31,2,2,12.9,6.45,6.45,Level 2,Minimal,Mar-24-2018,2017-18,1.08509,183,33,16865
New Hampshire,2018,12,0,0,0,0,0,0,Level 1,Minimal,Mar-24-2018,2017-18,0.829611,26,16,3134
New Jersey,2018,12,0,0,0,0,0,0,Level 4,Low,Mar-24-2018,2017-18,3.2629,803,43,24610
New Mexico,2018,12,660,21,39,9.09,3.18,5.91,Level 6,Moderate,Mar-24-2018,2017-18,2.76763,432,40,15609
New York,2018,12,2861,180,180,12.58,6.29,6.29,Level 2,Minimal,Mar-24-2018,2017-18,2.35595,249,52,10569
North Carolina,2018,12,366,15,29,12.02,4.1,7.92,Level 3,Minimal,Mar-24-2018,2017-18,2.16877,339,45,15631
North Dakota,2018,12,185,16,13,15.68,8.65,7.03,Level 1,Minimal,Mar-24-2018,2017-18,0.375657,5,7,1331
Ohio,2018,12,2852,282,388,23.49,9.89,13.6,Level 1,Minimal,Mar-24-2018,2017-18,1.45162,278,59,19151
Oklahoma,2018,12,219,3,11,6.39,1.37,5.02,Level 3,Minimal,Mar-24-2018,2017-18,2.52047,157,23,6229
Oregon,2018,12,683,39,54,13.62,5.71,7.91,Level 5,Low,Mar-24-2018,2017-18,2.36983,878,78,37049
Pennsylvania,2018,12,703,43,80,17.5,6.12,11.38,Level 5,Low,Mar-24-2018,2017-18,2.34462,1289,141,54977
Rhode Island,2018,12,0,0,0,0,0,0,Level 5,Low,Mar-24-2018,2017-18,2.18688,110,22,5030
South Carolina,2018,12,449,19,23,9.35,4.23,5.12,Level 7,Moderate,Mar-24-2018,2017-18,3.17153,164,14,5171
South Dakota,2018,12,50,3,2,10,6,4,Level 6,Moderate,Mar-24-2018,2017-18,2.93481,312,31,10631
Tennessee,2018,12,192,6,16,11.46,3.13,8.33,Level 1,Minimal,Mar-24-2018,2017-18,0.821326,57,46,6940
Texas,2018,12,1741,37,78,6.61,2.13,4.48,Level 1,Minimal,Mar-24-2018,2017-18,3.07753,853,104,27717
Utah,2018,12,877,37,84,13.8,4.22,9.58,Level 2,Minimal,Mar-24-2018,2017-18,0.815959,290,46,35541
Vermont,2018,12,236,32,24,23.73,13.56,10.17,Level 4,Low,Mar-24-2018,2017-18,2.69513,77,10,2857
Virginia,2018,12,505,37,62,19.6,7.33,12.28,Level 8,High,Mar-24-2018,2017-18,3.63202,3205,129,88243
Washington,2018,12,1523,96,203,19.63,6.3,13.33,Level 3,Minimal,Mar-24-2018,2017-18,1.92406,113,45,5873
West Virginia,2018,12,641,16,40,8.74,2.5,6.24,Level 3,Minimal,Mar-24-2018,2017-18,1.54401,137,31,8873
Wisconsin,2018,12,2131,159,370,24.82,7.46,17.36,Level 2,Minimal,Mar-24-2018,2017-18,2.16331,133,23,6148
Wyoming,2018,12,0,0,0,0,0,0,Level 8,High,Mar-24-2018,2017-18,3.78378,154,18,4070
Puerto Rico,2018,12,0,0,0,0,0,0,Level 4,Low,Mar-24-2018,2017-18,7.95019,166,4,2088
Virgin Islands,2018,12,0,0,0,0,0,0,Level 1,Minimal,Mar-24-2018,2017-18,0.365408,3,3,821
New York City,2018,12,0,0,0,0,0,0,Level 4,Low,Mar-24-2018,2017-18,2.40825,2334,73,96917
Alabama,2018,13,485,5,13,3.71,1.03,2.68,Level 3,Minimal,Mar-31-2018,2017-18,2.06295,738,84,35774
Alaska,2018,13,0,0,0,0,0,0,Level 10,High,Mar-31-2018,2017-18,6.41818,322,15,5017
Arizona,2018,13,277,0,16,5.78,0,5.78,Level 6,Moderate,Mar-31-2018,2017-18,3.35492,575,45,17139
Arkansas,2018,13,169,3,4,4.14,1.78,2.37,Level 1,Minimal,Mar-31-2018,2017-18,1.33197,52,12,3904
California,2018,13,1308,23,76,7.57,1.76,5.81,Level 4,Low,Mar-31-2018,2017-18,2.76154,1167,112,42259
Colorado,2018,13,826,39,44,10.05,4.72,5.33,Level 2,Minimal,Mar-31-2018,2017-18,0.937461,225,41,24001
Connecticut,2018,13,693,33,44,11.11,4.76,6.35,Level 6,Moderate,Mar-31-2018,2017-18,4.14019,215,24,5193
Delaware,2018,13,182,9,16,13.74,4.95,8.79,Level 1,Minimal,Mar-31-2018,2017-18,0.990952,23,11,2321
District of Columbia,2018,13,0,0,0,0,0,0,Level 2,Minimal,Mar-31-2018,2017-18,2.21192,291,5,13156
Florida,2018,13,0,0,0,0,0,0,Level 1,Minimal,Mar-31-2018,2017-18,X,X,X,X
Georgia,2018,13,794,28,39,8.44,3.53,4.91,Level 5,Low,Mar-31-2018,2017-18,2.8854,1342,51,46510
Hawaii,2018,13,204,3,6,4.41,1.47,2.94,Level 2,Minimal,Mar-31-2018,2017-18,2.7894,20,14,717
Idaho,2018,13,82,9,11,24.39,10.98,13.41,Level 1,Minimal,Mar-31-2018,2017-18,0.635728,10,8,1573
Illinois,2018,13,461,13,67,17.35,2.82,14.53,Level 3,Minimal,Mar-31-2018,2017-18,2.18952,811,76,37040
Indiana,2018,13,270,11,34,16.67,4.07,12.59,Level 5,Low,Mar-31-2018,2017-18,2.85714,118,22,4130
Iowa,2018,13,325,12,46,17.85,3.69,14.15,Level 2,Minimal,Mar-31-2018,2017-18,1.24926,42,13,3362
Kansas,2018,13,80,0,0,0,0,0,Level 4,Low,Mar-31-2018,2017-18,2.64398,174,25,6581
Kentucky,2018,13,459,7,26,7.19,1.53,5.66,Level 7,Moderate,Mar-31-2018,2017-18,2.98046,241,24,8086
Louisiana,2018,13,436,6,12,4.13,1.38,2.75,Level 2,Minimal,Mar-31-2018,2017-18,2.24774,1198,93,53298
Maine,2018,13,149,23,17,26.85,15.44,11.41,Level 1,Minimal,Mar-31-2018,2017-18,0.567721,28,22,4932
Maryland,2018,13,305,22,32,17.7,7.21,10.49,Level 1,Minimal,Mar-31-2018,2017-18,2.09813,127,24,6053
Massachusetts,2018,13,848,60,88,17.45,7.08,10.38,Level 4,Low,Mar-31-2018,2017-18,1.82193,636,44,34908
Michigan,2018,13,2080,222,320,26.06,10.67,15.38,Level 4,Low,Mar-31-2018,2017-18,2.28985,465,85,20307
Minnesota,2018,13,554,30,69,17.87,5.42,12.45,Level 3,Minimal,Mar-31-2018,2017-18,2.64463,160,22,6050
Mississippi,2018,13,30,0,0,0,0,0,Level 1,Minimal,Mar-31-2018,2017-18,2.34122,376,43,16060
Missouri,2018,13,727,14,29,5.91,1.93,3.99,Level 1,Minimal,Mar-31-2018,2017-18,1.58151,39,15,2466
Montana,2018,13,192,11,26,19.27,5.73,13.54,Level 1,Minimal,Mar-31-2018,2017-18,0.332336,10,8,3009
Nebraska,2018,13,197,8,25,16.75,4.06,12.69,Level 6,Moderate,Mar-31-2018,2017-18,3.44186,296,48,8600
Nevada,2018,13,31,0,4,12.9,0,12.9,Level 2,Minimal,Mar-31-2018,2017-18,1.06842,171,33,16005
New Hampshire,2018,13,0,0,0,0,0,0,Level 1,Minimal,Mar-31-2018,2017-18,0.592085,19,17,3209
New Jersey,2018,13,0,0,0,0,0,0,Level 4,Low,Mar-31-2018,2017-18,3.22253,761,42,23615
New Mexico,2018,13,433,15,18,7.62,3.46,4.16,Level 4,Low,Mar-31-2018,2017-18,1.92783,312,42,16184
New York,2018,13,2759,221,212,15.69,8.01,7.68,Level 2,Minimal,Mar-31-2018,2017-18,2.59165,275,48,10611
North Carolina,2018,13,371,14,29,11.59,3.77,7.82,Level 4,Low,Mar-31-2018,2017-18,2.49725,363,45,14536
North Dakota,2018,13,148,13,13,17.57,8.78,8.78,Level 1,Minimal,Mar-31-2018,2017-18,0.607441,8,8,1317
Ohio,2018,13,2946,245,420,22.57,8.32,14.26,Level 1,Minimal,Mar-31-2018,2017-18,1.52033,249,53,16378
Oklahoma,2018,13,210,1,5,2.86,0.48,2.38,Level 1,Minimal,Mar-31-2018,2017-18,1.59431,112,23,7025
Oregon,2018,13,692,38,66,15.03,5.49,9.54,Level 4,Low,Mar-31-2018,2017-18,2.11313,727,77,34404
Pennsylvania,2018,13,692,49,70,17.2,7.08,10.12,Level 5,Low,Mar-31-2018,2017-18,2.15666,1174,140,54436
Rhode Island,2018,13,0,0,0,0,0,0,Level 3,Minimal,Mar-31-2018,2017-18,1.56283,74,22,4735
South Carolina,2018,13,368,6,16,5.98,1.63,4.35,Level 6,Moderate,Mar-31-2018,2017-18,2.85774,137,13,4794
South Dakota,2018,13,57,2,3,8.77,3.51,5.26,Level 5,Low,Mar-31-2018,2017-18,2.59128,264,32,10188
Tennessee,2018,13,199,6,21,13.57,3.02,10.55,Level 1,Minimal,Mar-31-2018,2017-18,0.762646,49,51,6425
Texas,2018,13,1443,15,35,3.47,1.04,2.43,Level 1,Minimal,Mar-31-2018,2017-18,3.51379,762,101,21686
Utah,2018,13,834,19,61,9.59,2.28,7.31,Level 1,Minimal,Mar-31-2018,2017-18,1.00053,95,21,9495
Vermont,2018,13,270,32,31,23.33,11.85,11.48,Level 5,Low,Mar-31-2018,2017-18,2.98669,83,10,2779
Virginia,2018,13,549,38,65,18.76,6.92,11.84,Level 8,High,Mar-31-2018,2017-18,3.50826,2281,129,65018
Washington,2018,13,1432,108,175,19.76,7.54,12.22,Level 2,Minimal,Mar-31-2018,2017-18,1.56734,86,44,5487
West Virginia,2018,13,648,13,73,13.27,2.01,11.27,Level 4,Low,Mar-31-2018,2017-18,2.13081,187,32,8776
Wisconsin,2018,13,1963,103,370,24.1,5.25,18.85,Level 1,Minimal,Mar-31-2018,2017-18,1.96597,104,22,5290
Wyoming,2018,13,0,0,0,0,0,0,Level 5,Low,Mar-31-2018,2017-18,2.65398,106,18,3994
Puerto Rico,2018,13,0,0,0,0,0,0,Level 3,Minimal,Mar-31-2018,2017-18,7.724,150,4,1942
Virgin Islands,2018,13,0,0,0,0,0,0,Level 1,Minimal,Mar-31-2018,2017-18,0.447928,4,3,893
New York City,2018,13,0,0,0,0,0,0,Level 4,Low,Mar-31-2018,2017-18,2.25106,2231,72,99109
Alabama,2018,14,457,7,11,3.94,1.53,2.41,Level 2,Minimal,Apr-07-2018,2017-18,1.82201,693,83,38035
Alaska,2018,14,10,0,2,20,0,20,Level 10,High,Apr-07-2018,2017-18,6.61157,328,15,4961
Arizona,2018,14,224,1,4,2.23,0.45,1.79,Level 5,Low,Apr-07-2018,2017-18,3.31223,565,45,17058
Arkansas,2018,14,142,1,7,5.63,0.7,4.93,Level 1,Minimal,Apr-07-2018,2017-18,0.834492,24,10,2876
California,2018,14,1084,16,64,7.38,1.48,5.9,Level 3,Minimal,Apr-07-2018,2017-18,2.30591,1082,108,46923
Colorado,2018,14,641,17,36,8.27,2.65,5.62,Level 2,Minimal,Apr-07-2018,2017-18,0.948799,222,41,23398
Connecticut,2018,14,662,32,45,11.63,4.83,6.8,Level 3,Minimal,Apr-07-2018,2017-18,3.14907,139,20,4414
Delaware,2018,14,134,2,8,7.46,1.49,5.97,Level 1,Minimal,Apr-07-2018,2017-18,0.157916,4,11,2533
District of Columbia,2018,14,0,0,0,0,0,0,Level 2,Minimal,Apr-07-2018,2017-18,1.97112,273,5,13850
Florida,2018,14,0,0,0,0,0,0,Level 1,Minimal,Apr-07-2018,2017-18,X,X,X,X
Georgia,2018,14,707,16,41,8.06,2.26,5.8,Level 4,Low,Apr-07-2018,2017-18,2.63484,1211,50,45961
Hawaii,2018,14,160,5,6,6.88,3.13,3.75,Level 4,Low,Apr-07-2018,2017-18,4.18118,48,14,1148
Idaho,2018,14,95,9,6,15.79,9.47,6.32,Level 1,Minimal,Apr-07-2018,2017-18,1.13841,19,7,1669
Illinois,2018,14,407,4,36,9.83,0.98,8.85,Level 2,Minimal,Apr-07-2018,2017-18,1.76083,781,80,44354
Indiana,2018,14,298,3,19,7.38,1.01,6.38,Level 4,Low,Apr-07-2018,2017-18,2.29233,101,23,4406
Iowa,2018,14,301,9,43,17.28,2.99,14.29,Level 1,Minimal,Apr-07-2018,2017-18,0.964286,27,12,2800
Kansas,2018,14,82,0,1,1.22,0,1.22,Level 2,Minimal,Apr-07-2018,2017-18,2.21471,131,24,5915
Kentucky,2018,14,468,6,16,4.7,1.28,3.42,Level 6,Moderate,Apr-07-2018,2017-18,2.64124,187,25,7080
Louisiana,2018,14,339,2,12,4.13,0.59,3.54,Level 2,Minimal,Apr-07-2018,2017-18,2.1322,1118,92,52434
Maine,2018,14,136,22,12,25,16.18,8.82,Level 1,Minimal,Apr-07-2018,2017-18,0.556472,27,21,4852
Maryland,2018,14,237,16,23,16.46,6.75,9.7,Level 1,Minimal,Apr-07-2018,2017-18,1.45737,107,28,7342
Massachusetts,2018,14,906,49,109,17.44,5.41,12.03,Level 4,Low,Apr-07-2018,2017-18,1.92668,678,43,35190
Michigan,2018,14,1812,116,251,20.25,6.4,13.85,Level 3,Minimal,Apr-07-2018,2017-18,1.81941,430,86,23634
Minnesota,2018,14,411,15,54,16.79,3.65,13.14,Level 1,Minimal,Apr-07-2018,2017-18,1.82134,105,21,5765
Mississippi,2018,14,26,0,2,7.69,0,7.69,Level 1,Minimal,Apr-07-2018,2017-18,2.24547,352,43,15676
Missouri,2018,14,667,9,24,4.95,1.35,3.6,Level 1,Minimal,Apr-07-2018,2017-18,1.47203,45,14,3057
Montana,2018,14,172,8,15,13.37,4.65,8.72,Level 1,Minimal,Apr-07-2018,2017-18,0.478334,17,8,3554
Nebraska,2018,14,155,9,13,14.19,5.81,8.39,Level 5,Low,Apr-07-2018,2017-18,3.11688,264,47,8470
Nevada,2018,14,31,0,1,3.23,0,3.23,Level 1,Minimal,Apr-07-2018,2017-18,0.770912,127,30,16474
New Hampshire,2018,14,0,0,0,0,0,0,Level 1,Minimal,Apr-07-2018,2017-18,1.12036,35,17,3124
New Jersey,2018,14,0,0,0,0,0,0,Level 3,Minimal,Apr-07-2018,2017-18,2.86843,704,42,24543
New Mexico,2018,14,370,3,8,2.97,0.81,2.16,Level 3,Minimal,Apr-07-2018,2017-18,1.70484,294,42,17245
New York,2018,14,2165,167,167,15.43,7.71,7.71,Level 1,Minimal,Apr-07-2018,2017-18,2.34435,212,50,9043
North Carolina,2018,14,341,11,30,12.02,3.23,8.8,Level 3,Minimal,Apr-07-2018,2017-18,2.0298,297,46,14632
North Dakota,2018,14,165,22,13,21.21,13.33,7.88,Level 1,Minimal,Apr-07-2018,2017-18,1.83113,18,5,983
Ohio,2018,14,2700,164,323,18.04,6.07,11.96,Level 1,Minimal,Apr-07-2018,2017-18,1.2847,193,49,15023
Oklahoma,2018,14,227,3,3,2.64,1.32,1.32,Level 1,Minimal,Apr-07-2018,2017-18,1.4592,98,23,6716
Oregon,2018,14,578,25,50,12.98,4.33,8.65,Level 3,Minimal,Apr-07-2018,2017-18,1.69762,531,75,31279
Pennsylvania,2018,14,693,20,66,12.41,2.89,9.52,Level 4,Low,Apr-07-2018,2017-18,1.76142,1186,137,67332
Rhode Island,2018,14,0,0,0,0,0,0,Level 3,Minimal,Apr-07-2018,2017-18,1.45972,77,22,5275
South Carolina,2018,14,322,5,12,5.28,1.55,3.73,Level 5,Low,Apr-07-2018,2017-18,2.35492,112,13,4756
South Dakota,2018,14,50,0,4,8,0,8,Level 3,Minimal,Apr-07-2018,2017-18,1.6481,108,24,6553
Tennessee,2018,14,160,3,7,6.25,1.88,4.38,Level 1,Minimal,Apr-07-2018,2017-18,0.592353,44,53,7428
Texas,2018,14,1246,12,31,3.45,0.96,2.49,Level 1,Minimal,Apr-07-2018,2017-18,2.93401,530,88,18064
Utah,2018,14,757,18,46,8.45,2.38,6.08,Level 2,Minimal,Apr-07-2018,2017-18,1.20949,477,46,39438
Vermont,2018,14,257,17,42,22.96,6.61,16.34,Level 4,Low,Apr-07-2018,2017-18,2.82365,53,8,1877
Virginia,2018,14,490,23,55,15.92,4.69,11.22,Level 6,Moderate,Apr-07-2018,2017-18,2.85806,2393,128,83728
Washington,2018,14,1324,72,133,15.48,5.44,10.05,Level 1,Minimal,Apr-07-2018,2017-18,1.29402,79,46,6105
West Virginia,2018,14,686,12,60,10.5,1.75,8.75,Level 4,Low,Apr-07-2018,2017-18,2.31418,203,32,8772
Wisconsin,2018,14,1782,74,268,19.19,4.15,15.04,Level 1,Minimal,Apr-07-2018,2017-18,1.94613,112,23,5755
Wyoming,2018,14,0,0,0,0,0,0,Level 2,Minimal,Apr-07-2018,2017-18,1.84185,58,16,3149
Puerto Rico,2018,14,0,0,0,0,0,0,Level 3,Minimal,Apr-07-2018,2017-18,7.42772,149,4,2006
Virgin Islands,2018,14,0,0,0,0,0,0,Level 1,Minimal,Apr-07-2018,2017-18,0.534759,5,3,935
New York City,2018,14,0,0,0,0,0,0,Level 3,Minimal,Apr-07-2018,2017-18,1.90031,1811,72,95300
Alabama,2018,15,382,10,10,5.24,2.62,2.62,Level 1,Minimal,Apr-14-2018,2017-18,1.6396,634,84,38668
Alaska,2018,15,0,0,0,0,0,0,Level 7,Moderate,Apr-14-2018,2017-18,5.18847,234,15,4510
Arizona,2018,15,209,0,8,3.83,0,3.83,Level 5,Low,Apr-14-2018,2017-18,3.23984,566,45,17470
Arkansas,2018,15,95,0,3,3.16,0,3.16,Level 1,Minimal,Apr-14-2018,2017-18,1.0101,38,11,3762
California,2018,15,855,8,34,4.91,0.94,3.98,Level 2,Minimal,Apr-14-2018,2017-18,1.81038,903,111,49879
Colorado,2018,15,647,20,15,5.41,3.09,2.32,Level 1,Minimal,Apr-14-2018,2017-18,0.642839,150,41,23334
Connecticut,2018,15,664,34,49,12.5,5.12,7.38,Level 2,Minimal,Apr-14-2018,2017-18,2.97006,124,19,4175
Delaware,2018,15,96,2,5,7.29,2.08,5.21,Level 1,Minimal,Apr-14-2018,2017-18,0.280224,7,11,2498
District of Columbia,2018,15,0,0,0,0,0,0,Level 1,Minimal,Apr-14-2018,2017-18,1.68436,238,5,14130
Florida,2018,15,0,0,0,0,0,0,Level 1,Minimal,Apr-14-2018,2017-18,X,X,X,X
Georgia,2018,15,631,12,27,6.18,1.9,4.28,Level 4,Low,Apr-14-2018,2017-18,2.55548,1147,49,44884
Hawaii,2018,15,184,4,3,3.8,2.17,1.63,Level 1,Minimal,Apr-14-2018,2017-18,2.78005,34,14,1223
Idaho,2018,15,77,5,6,14.29,6.49,7.79,Level 1,Minimal,Apr-14-2018,2017-18,0.302115,4,6,1324
Illinois,2018,15,400,8,36,11,2,9,Level 1,Minimal,Apr-14-2018,2017-18,1.54427,695,77,45005
Indiana,2018,15,257,12,24,14.01,4.67,9.34,Level 4,Low,Apr-14-2018,2017-18,2.59802,110,21,4234
Iowa,2018,15,262,10,15,9.54,3.82,5.73,Level 1,Minimal,Apr-14-2018,2017-18,0.391901,12,11,3062
Kansas,2018,15,84,1,3,4.76,1.19,3.57,Level 2,Minimal,Apr-14-2018,2017-18,1.8852,112,24,5941
Kentucky,2018,15,386,2,12,3.63,0.52,3.11,Level 4,Low,Apr-14-2018,2017-18,1.75079,128,19,7311
Louisiana,2018,15,301,1,7,2.66,0.33,2.33,Level 2,Minimal,Apr-14-2018,2017-18,2.06125,1116,94,54142
Maine,2018,15,154,26,19,29.22,16.88,12.34,Level 1,Minimal,Apr-14-2018,2017-18,0.557046,27,22,4847
Maryland,2018,15,231,8,20,12.12,3.46,8.66,Level 1,Minimal,Apr-14-2018,2017-18,1.36248,96,26,7046
Massachusetts,2018,15,776,38,82,15.46,4.9,10.57,Level 4,Low,Apr-14-2018,2017-18,1.84517,685,43,37124
Michigan,2018,15,1740,84,204,16.55,4.83,11.72,Level 2,Minimal,Apr-14-2018,2017-18,1.6067,376,81,23402
Minnesota,2018,15,378,9,32,10.85,2.38,8.47,Level 2,Minimal,Apr-14-2018,2017-18,2.14578,131,20,6105
Mississippi,2018,15,26,0,1,3.85,0,3.85,Level 2,Minimal,Apr-14-2018,2017-18,2.57074,407,43,15832
Missouri,2018,15,650,5,19,3.69,0.77,2.92,Level 1,Minimal,Apr-14-2018,2017-18,1.19664,37,15,3092
Montana,2018,15,150,3,14,11.33,2,9.33,Level 1,Minimal,Apr-14-2018,2017-18,0.535714,21,8,3920
Nebraska,2018,15,144,10,9,13.19,6.94,6.25,Level 2,Minimal,Apr-14-2018,2017-18,2.17447,171,46,7864
Nevada,2018,15,0,0,0,0,0,0,Level 2,Minimal,Apr-14-2018,2017-18,0.825902,138,30,16709
New Hampshire,2018,15,0,0,0,0,0,0,Level 1,Minimal,Apr-14-2018,2017-18,0.541321,15,14,2771
New Jersey,2018,15,0,0,0,0,0,0,Level 2,Minimal,Apr-14-2018,2017-18,2.42946,626,41,25767
New Mexico,2018,15,380,4,11,3.95,1.05,2.89,Level 2,Minimal,Apr-14-2018,2017-18,1.31453,234,43,17801
New York,2018,15,2032,111,101,10.43,5.46,4.97,Level 1,Minimal,Apr-14-2018,2017-18,2.19619,240,51,10928
North Carolina,2018,15,291,11,21,11,3.78,7.22,Level 1,Minimal,Apr-14-2018,2017-18,1.2489,199,43,15934
North Dakota,2018,15,135,14,17,22.96,10.37,12.59,Level 1,Minimal,Apr-14-2018,2017-18,0.404858,5,6,1235
Ohio,2018,15,2488,139,321,18.49,5.59,12.9,Level 1,Minimal,Apr-14-2018,2017-18,0.942408,171,58,18145
Oklahoma,2018,15,180,0,2,1.11,0,1.11,Level 1,Minimal,Apr-14-2018,2017-18,1.21889,48,18,3938
Oregon,2018,15,390,11,38,12.56,2.82,9.74,Level 2,Minimal,Apr-14-2018,2017-18,1.35582,476,74,35108
